time,host,ip,period,icmp,ttl,rtt,trans_pack,recv_pack,pack_loss,min/avg/max/mdev
23-05-2023-11-04-59,130.225.57.224,(130.225.57.224),10.0,ttl=58,time=0.871,ms,packets,"received,",packet,ms
23-05-2023-11-05-09,130.225.57.224,(130.225.57.224),10.0,ttl=58,time=1.01,ms,packets,"received,",packet,ms
23-05-2023-11-05-19,130.225.57.224,(130.225.57.224),10.0,ttl=58,time=0.861,ms,packets,"received,",packet,ms
23-05-2023-11-05-29,130.225.57.224,(130.225.57.224),10.0,ttl=58,time=0.822,ms,packets,"received,",packet,ms
23-05-2023-11-05-39,130.225.57.224,(130.225.57.224),10.0,ttl=58,time=0.891,ms,packets,"received,",packet,ms
23-05-2023-11-05-49,130.225.57.224,(130.225.57.224),10.0,ttl=58,time=0.943,ms,packets,"received,",packet,ms
23-05-2023-11-05-59,130.225.57.224,(130.225.57.224),10.0,ttl=58,time=0.846,ms,packets,"received,",packet,ms
23-05-2023-11-06-09,130.225.57.224,(130.225.57.224),10.0,ttl=58,time=0.789,ms,packets,"received,",packet,ms
23-05-2023-11-06-19,130.225.57.224,(130.225.57.224),10.0,ttl=58,time=0.769,ms,packets,"received,",packet,ms
23-05-2023-11-06-29,130.225.57.224,(130.225.57.224),10.0,ttl=58,time=0.909,ms,packets,"received,",packet,ms
23-05-2023-11-06-39,130.225.57.224,(130.225.57.224),10.0,ttl=58,time=0.899,ms,packets,"received,",packet,ms
23-05-2023-11-06-49,130.225.57.224,(130.225.57.224),10.0,ttl=58,time=0.720,ms,packets,"received,",packet,ms
23-05-2023-11-06-59,130.225.57.224,(130.225.57.224),10.0,ttl=58,time=0.844,ms,packets,"received,",packet,ms
