time,host,ip,period,icmp,ttl,rtt,trans_pack,recv_pack,pack_loss,min/avg/max/mdev
15-02-2023-10-54-46,google.com,(172.217.18.14),1,icmp_seq=1,ttl=116,time=34.9,1,1,0%,34.939/34.939/34.939/0.000
15-02-2023-10-54-48,google.com,(172.217.18.14),1,icmp_seq=1,ttl=116,time=40.8,1,1,0%,40.843/40.843/40.843/0.000
15-02-2023-10-54-49,google.com,(172.217.18.14),1,icmp_seq=1,ttl=116,time=46.2,1,1,0%,46.207/46.207/46.207/0.000
15-02-2023-10-54-50,google.com,(172.217.18.14),1,icmp_seq=1,ttl=116,time=47.0,1,1,0%,47.045/47.045/47.045/0.000
15-02-2023-10-54-51,google.com,(172.217.18.14),1,icmp_seq=1,ttl=116,time=40.2,1,1,0%,40.187/40.187/40.187/0.000
15-02-2023-10-54-52,google.com,(172.217.18.14),1,icmp_seq=1,ttl=116,time=42.6,1,1,0%,42.597/42.597/42.597/0.000
15-02-2023-10-54-53,google.com,(172.217.18.14),1,icmp_seq=1,ttl=116,time=38.2,1,1,0%,38.174/38.174/38.174/0.000
15-02-2023-10-54-54,google.com,(172.217.18.14),1,icmp_seq=1,ttl=116,time=38.0,1,1,0%,38.009/38.009/38.009/0.000
15-02-2023-10-54-55,google.com,(172.217.18.14),1,icmp_seq=1,ttl=116,time=35.1,1,1,0%,35.093/35.093/35.093/0.000
15-02-2023-10-54-56,google.com,(172.217.18.14),1,icmp_seq=1,ttl=116,time=38.9,1,1,0%,38.915/38.915/38.915/0.000
15-02-2023-10-54-57,google.com,(172.217.18.14),1,icmp_seq=1,ttl=116,time=45.3,1,1,0%,45.262/45.262/45.262/0.000
15-02-2023-10-54-58,google.com,(172.217.18.14),1,icmp_seq=1,ttl=116,time=40.4,1,1,0%,40.429/40.429/40.429/0.000
15-02-2023-10-54-59,google.com,(172.217.18.14),1,icmp_seq=1,ttl=116,time=26.1,1,1,0%,26.082/26.082/26.082/0.000
15-02-2023-10-55-00,google.com,(172.217.18.14),1,icmp_seq=1,ttl=116,time=21.8,1,1,0%,21.800/21.800/21.800/0.000
15-02-2023-10-55-01,google.com,(172.217.18.14),1,icmp_seq=1,ttl=116,time=31.7,1,1,0%,31.674/31.674/31.674/0.000
15-02-2023-10-55-02,google.com,(172.217.18.14),1,icmp_seq=1,ttl=116,time=45.9,1,1,0%,45.939/45.939/45.939/0.000
15-02-2023-10-55-03,google.com,(172.217.18.14),1,icmp_seq=1,ttl=116,time=50.4,1,1,0%,50.371/50.371/50.371/0.000
15-02-2023-10-55-05,google.com,(172.217.18.14),1,icmp_seq=1,ttl=116,time=23.1,1,1,0%,23.091/23.091/23.091/0.000
15-02-2023-10-55-06,google.com,(172.217.18.14),1,icmp_seq=1,ttl=116,time=27.5,1,1,0%,27.497/27.497/27.497/0.000
15-02-2023-10-55-07,google.com,(172.217.18.14),1,icmp_seq=1,ttl=116,time=30.7,1,1,0%,30.672/30.672/30.672/0.000
15-02-2023-10-55-08,google.com,(172.217.18.14),1,icmp_seq=1,ttl=116,time=32.8,1,1,0%,32.762/32.762/32.762/0.000
15-02-2023-10-55-09,google.com,(172.217.18.14),1,icmp_seq=1,ttl=116,time=38.1,1,1,0%,38.054/38.054/38.054/0.000
15-02-2023-10-55-10,google.com,(172.217.18.14),1,icmp_seq=1,ttl=116,time=30.9,1,1,0%,30.859/30.859/30.859/0.000
15-02-2023-10-55-11,google.com,(172.217.18.14),1,icmp_seq=1,ttl=116,time=36.4,1,1,0%,36.357/36.357/36.357/0.000
15-02-2023-10-55-12,google.com,(172.217.18.14),1,icmp_seq=1,ttl=116,time=42.2,1,1,0%,42.203/42.203/42.203/0.000
15-02-2023-10-55-13,google.com,(172.217.18.14),1,icmp_seq=1,ttl=116,time=34.4,1,1,0%,34.364/34.364/34.364/0.000
15-02-2023-10-55-14,google.com,(172.217.18.14),1,icmp_seq=1,ttl=116,time=28.8,1,1,0%,28.831/28.831/28.831/0.000
15-02-2023-10-55-15,google.com,(172.217.18.14),1,icmp_seq=1,ttl=116,time=43.2,1,1,0%,43.210/43.210/43.210/0.000
15-02-2023-10-55-16,google.com,(172.217.18.14),1,icmp_seq=1,ttl=116,time=34.5,1,1,0%,34.472/34.472/34.472/0.000
15-02-2023-10-55-17,google.com,(172.217.18.14),1,icmp_seq=1,ttl=116,time=42.3,1,1,0%,42.280/42.280/42.280/0.000
15-02-2023-10-55-18,google.com,(172.217.18.14),1,icmp_seq=1,ttl=116,time=31.7,1,1,0%,31.709/31.709/31.709/0.000
15-02-2023-10-55-19,google.com,(172.217.18.14),1,icmp_seq=1,ttl=116,time=29.9,1,1,0%,29.913/29.913/29.913/0.000
15-02-2023-10-55-20,google.com,(172.217.18.14),1,icmp_seq=1,ttl=116,time=28.0,1,1,0%,28.036/28.036/28.036/0.000
15-02-2023-10-55-21,google.com,(172.217.18.14),1,icmp_seq=1,ttl=116,time=27.8,1,1,0%,27.764/27.764/27.764/0.000
15-02-2023-10-55-23,google.com,(172.217.18.14),1,icmp_seq=1,ttl=116,time=36.7,1,1,0%,36.663/36.663/36.663/0.000
15-02-2023-10-55-24,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=34.7,1,1,0%,34.661/34.661/34.661/0.000
15-02-2023-10-55-25,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=26.2,1,1,0%,26.205/26.205/26.205/0.000
15-02-2023-10-55-26,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=25.9,1,1,0%,25.930/25.930/25.930/0.000
15-02-2023-10-55-27,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=35.5,1,1,0%,35.512/35.512/35.512/0.000
15-02-2023-10-55-28,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=34.9,1,1,0%,34.899/34.899/34.899/0.000
15-02-2023-10-55-29,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=34.8,1,1,0%,34.846/34.846/34.846/0.000
15-02-2023-10-55-30,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=46.0,1,1,0%,45.962/45.962/45.962/0.000
15-02-2023-10-55-31,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=48.8,1,1,0%,48.809/48.809/48.809/0.000
15-02-2023-10-55-32,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=42.8,1,1,0%,42.842/42.842/42.842/0.000
15-02-2023-10-55-33,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=37.8,1,1,0%,37.814/37.814/37.814/0.000
15-02-2023-10-55-34,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=46.9,1,1,0%,46.899/46.899/46.899/0.000
15-02-2023-10-55-35,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=42.9,1,1,0%,42.884/42.884/42.884/0.000
15-02-2023-10-55-37,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=39.4,1,1,0%,39.424/39.424/39.424/0.000
15-02-2023-10-55-38,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=49.6,1,1,0%,49.628/49.628/49.628/0.000
15-02-2023-10-55-39,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=49.4,1,1,0%,49.374/49.374/49.374/0.000
15-02-2023-10-55-40,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=42.0,1,1,0%,41.966/41.966/41.966/0.000
15-02-2023-10-55-41,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=38.5,1,1,0%,38.539/38.539/38.539/0.000
15-02-2023-10-55-42,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=35.5,1,1,0%,35.481/35.481/35.481/0.000
15-02-2023-10-55-43,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=42.9,1,1,0%,42.949/42.949/42.949/0.000
15-02-2023-10-55-44,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=37.8,1,1,0%,37.818/37.818/37.818/0.000
15-02-2023-10-55-45,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=46.7,1,1,0%,46.748/46.748/46.748/0.000
15-02-2023-10-55-46,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=39.9,1,1,0%,39.943/39.943/39.943/0.000
15-02-2023-10-55-47,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=32.7,1,1,0%,32.720/32.720/32.720/0.000
15-02-2023-10-55-48,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=37.4,1,1,0%,37.448/37.448/37.448/0.000
15-02-2023-10-55-49,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=33.0,1,1,0%,33.043/33.043/33.043/0.000
15-02-2023-10-55-50,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=34.9,1,1,0%,34.868/34.868/34.868/0.000
15-02-2023-10-55-51,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=57.7,1,1,0%,57.723/57.723/57.723/0.000
15-02-2023-10-55-53,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=37.7,1,1,0%,37.684/37.684/37.684/0.000
15-02-2023-10-55-54,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=38.4,1,1,0%,38.401/38.401/38.401/0.000
15-02-2023-10-55-55,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=48.5,1,1,0%,48.527/48.527/48.527/0.000
15-02-2023-10-55-56,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=47.1,1,1,0%,47.058/47.058/47.058/0.000
15-02-2023-10-55-57,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=36.6,1,1,0%,36.647/36.647/36.647/0.000
15-02-2023-10-55-58,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=34.7,1,1,0%,34.660/34.660/34.660/0.000
15-02-2023-10-55-59,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=54.9,1,1,0%,54.861/54.861/54.861/0.000
15-02-2023-10-56-00,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=48.8,1,1,0%,48.771/48.771/48.771/0.000
15-02-2023-10-56-01,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=39.0,1,1,0%,38.969/38.969/38.969/0.000
15-02-2023-10-56-02,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=48.1,1,1,0%,48.098/48.098/48.098/0.000
15-02-2023-10-56-03,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=33.3,1,1,0%,33.336/33.336/33.336/0.000
15-02-2023-10-56-04,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=43.6,1,1,0%,43.608/43.608/43.608/0.000
15-02-2023-10-56-05,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=42.3,1,1,0%,42.265/42.265/42.265/0.000
15-02-2023-10-56-06,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=37.9,1,1,0%,37.904/37.904/37.904/0.000
15-02-2023-10-56-07,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=61.6,1,1,0%,61.617/61.617/61.617/0.000
15-02-2023-10-56-09,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=46.2,1,1,0%,46.247/46.247/46.247/0.000
15-02-2023-10-56-10,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=47.3,1,1,0%,47.295/47.295/47.295/0.000
15-02-2023-10-56-11,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=51.3,1,1,0%,51.261/51.261/51.261/0.000
15-02-2023-10-56-12,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=38.8,1,1,0%,38.810/38.810/38.810/0.000
15-02-2023-10-56-13,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=52.1,1,1,0%,52.107/52.107/52.107/0.000
15-02-2023-10-56-14,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=62.0,1,1,0%,62.011/62.011/62.011/0.000
15-02-2023-10-56-15,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=52.4,1,1,0%,52.368/52.368/52.368/0.000
15-02-2023-10-56-16,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=62.2,1,1,0%,62.158/62.158/62.158/0.000
15-02-2023-10-56-17,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=64.3,1,1,0%,64.320/64.320/64.320/0.000
15-02-2023-10-56-18,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=63.6,1,1,0%,63.625/63.625/63.625/0.000
15-02-2023-10-56-19,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=57.1,1,1,0%,57.137/57.137/57.137/0.000
15-02-2023-10-56-20,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=59.9,1,1,0%,59.891/59.891/59.891/0.000
15-02-2023-10-56-22,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=60.7,1,1,0%,60.650/60.650/60.650/0.000
15-02-2023-10-56-23,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=72.7,1,1,0%,72.725/72.725/72.725/0.000
15-02-2023-10-56-24,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=50.4,1,1,0%,50.367/50.367/50.367/0.000
15-02-2023-10-56-25,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=53.6,1,1,0%,53.629/53.629/53.629/0.000
15-02-2023-10-56-26,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=54.0,1,1,0%,53.980/53.980/53.980/0.000
15-02-2023-10-56-27,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=76.6,1,1,0%,76.562/76.562/76.562/0.000
15-02-2023-10-56-28,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=39.9,1,1,0%,39.935/39.935/39.935/0.000
15-02-2023-10-56-29,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=39.8,1,1,0%,39.753/39.753/39.753/0.000
15-02-2023-10-56-30,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=34.0,1,1,0%,33.955/33.955/33.955/0.000
15-02-2023-10-56-31,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=40.3,1,1,0%,40.328/40.328/40.328/0.000
15-02-2023-10-56-32,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=28.7,1,1,0%,28.710/28.710/28.710/0.000
15-02-2023-10-56-33,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=42.1,1,1,0%,42.051/42.051/42.051/0.000
15-02-2023-10-56-35,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=38.6,1,1,0%,38.559/38.559/38.559/0.000
15-02-2023-10-56-36,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=38.1,1,1,0%,38.125/38.125/38.125/0.000
15-02-2023-10-56-37,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=31.4,1,1,0%,31.361/31.361/31.361/0.000
15-02-2023-10-56-38,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=37.1,1,1,0%,37.146/37.146/37.146/0.000
15-02-2023-10-56-39,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=29.5,1,1,0%,29.461/29.461/29.461/0.000
15-02-2023-10-56-40,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=33.6,1,1,0%,33.633/33.633/33.633/0.000
15-02-2023-10-56-41,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=37.1,1,1,0%,37.125/37.125/37.125/0.000
15-02-2023-10-56-42,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=44.4,1,1,0%,44.432/44.432/44.432/0.000
15-02-2023-10-56-43,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=44.9,1,1,0%,44.913/44.913/44.913/0.000
15-02-2023-10-56-44,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=35.7,1,1,0%,35.722/35.722/35.722/0.000
15-02-2023-10-56-45,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=48.3,1,1,0%,48.324/48.324/48.324/0.000
15-02-2023-10-56-46,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=31.6,1,1,0%,31.558/31.558/31.558/0.000
15-02-2023-10-56-47,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=41.0,1,1,0%,40.991/40.991/40.991/0.000
15-02-2023-10-56-48,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=37.9,1,1,0%,37.879/37.879/37.879/0.000
15-02-2023-10-56-49,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=41.3,1,1,0%,41.308/41.308/41.308/0.000
15-02-2023-10-56-50,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=37.3,1,1,0%,37.346/37.346/37.346/0.000
15-02-2023-10-56-52,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=43.0,1,1,0%,42.955/42.955/42.955/0.000
15-02-2023-10-56-53,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=43.8,1,1,0%,43.767/43.767/43.767/0.000
15-02-2023-10-56-54,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=37.9,1,1,0%,37.877/37.877/37.877/0.000
15-02-2023-10-56-55,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=33.3,1,1,0%,33.296/33.296/33.296/0.000
15-02-2023-10-56-56,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=42.8,1,1,0%,42.823/42.823/42.823/0.000
15-02-2023-10-56-57,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=48.1,1,1,0%,48.057/48.057/48.057/0.000
15-02-2023-10-56-58,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=53.1,1,1,0%,53.118/53.118/53.118/0.000
15-02-2023-10-56-59,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=45.8,1,1,0%,45.844/45.844/45.844/0.000
15-02-2023-10-57-00,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=53.6,1,1,0%,53.631/53.631/53.631/0.000
15-02-2023-10-57-01,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=49.9,1,1,0%,49.851/49.851/49.851/0.000
15-02-2023-10-57-02,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=49.5,1,1,0%,49.492/49.492/49.492/0.000
15-02-2023-10-57-03,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=52.5,1,1,0%,52.543/52.543/52.543/0.000
15-02-2023-10-57-04,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=54.9,1,1,0%,54.885/54.885/54.885/0.000
15-02-2023-10-57-05,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=49.5,1,1,0%,49.516/49.516/49.516/0.000
15-02-2023-10-57-06,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=51.6,1,1,0%,51.605/51.605/51.605/0.000
15-02-2023-10-57-08,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=62.3,1,1,0%,62.261/62.261/62.261/0.000
15-02-2023-10-57-09,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=50.7,1,1,0%,50.652/50.652/50.652/0.000
15-02-2023-10-57-10,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=50.6,1,1,0%,50.597/50.597/50.597/0.000
15-02-2023-10-57-11,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=58.5,1,1,0%,58.528/58.528/58.528/0.000
15-02-2023-10-57-12,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=55.3,1,1,0%,55.292/55.292/55.292/0.000
15-02-2023-10-57-13,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=50.7,1,1,0%,50.733/50.733/50.733/0.000
15-02-2023-10-57-14,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=54.2,1,1,0%,54.216/54.216/54.216/0.000
15-02-2023-10-57-15,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=50.7,1,1,0%,50.680/50.680/50.680/0.000
15-02-2023-10-57-16,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=42.7,1,1,0%,42.665/42.665/42.665/0.000
15-02-2023-10-57-17,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=54.1,1,1,0%,54.129/54.129/54.129/0.000
15-02-2023-10-57-18,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=51.1,1,1,0%,51.107/51.107/51.107/0.000
15-02-2023-10-57-19,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=76.1,1,1,0%,76.069/76.069/76.069/0.000
15-02-2023-10-57-21,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=52.7,1,1,0%,52.678/52.678/52.678/0.000
15-02-2023-10-57-22,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=55.4,1,1,0%,55.380/55.380/55.380/0.000
15-02-2023-10-57-23,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=53.8,1,1,0%,53.799/53.799/53.799/0.000
15-02-2023-10-57-24,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=44.3,1,1,0%,44.285/44.285/44.285/0.000
15-02-2023-10-57-25,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=51.7,1,1,0%,51.702/51.702/51.702/0.000
15-02-2023-10-57-26,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=48.3,1,1,0%,48.276/48.276/48.276/0.000
15-02-2023-10-57-27,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=53.0,1,1,0%,52.956/52.956/52.956/0.000
15-02-2023-10-57-28,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=24.8,1,1,0%,24.822/24.822/24.822/0.000
15-02-2023-10-57-29,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=48.2,1,1,0%,48.195/48.195/48.195/0.000
15-02-2023-10-57-30,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=30.3,1,1,0%,30.321/30.321/30.321/0.000
15-02-2023-10-57-31,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=42.6,1,1,0%,42.639/42.639/42.639/0.000
15-02-2023-10-57-32,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=26.5,1,1,0%,26.523/26.523/26.523/0.000
15-02-2023-10-57-33,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=30.7,1,1,0%,30.707/30.707/30.707/0.000
15-02-2023-10-57-34,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=23.7,1,1,0%,23.704/23.704/23.704/0.000
15-02-2023-10-57-35,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=38.2,1,1,0%,38.242/38.242/38.242/0.000
15-02-2023-10-57-36,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=27.6,1,1,0%,27.558/27.558/27.558/0.000
15-02-2023-10-57-38,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=29.9,1,1,0%,29.890/29.890/29.890/0.000
15-02-2023-10-57-39,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=29.0,1,1,0%,28.970/28.970/28.970/0.000
15-02-2023-10-57-40,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=28.0,1,1,0%,28.042/28.042/28.042/0.000
15-02-2023-10-57-41,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=23.4,1,1,0%,23.420/23.420/23.420/0.000
15-02-2023-10-57-42,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=32.5,1,1,0%,32.512/32.512/32.512/0.000
15-02-2023-10-57-43,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=49.3,1,1,0%,49.325/49.325/49.325/0.000
15-02-2023-10-57-44,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=38.0,1,1,0%,38.046/38.046/38.046/0.000
15-02-2023-10-57-45,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=48.2,1,1,0%,48.242/48.242/48.242/0.000
15-02-2023-10-57-46,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=40.9,1,1,0%,40.855/40.855/40.855/0.000
15-02-2023-10-57-47,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=36.6,1,1,0%,36.638/36.638/36.638/0.000
15-02-2023-10-57-48,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=39.5,1,1,0%,39.547/39.547/39.547/0.000
15-02-2023-10-57-49,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=34.3,1,1,0%,34.279/34.279/34.279/0.000
15-02-2023-10-57-50,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=35.4,1,1,0%,35.387/35.387/35.387/0.000
15-02-2023-10-57-51,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=36.5,1,1,0%,36.503/36.503/36.503/0.000
15-02-2023-10-57-52,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=47.8,1,1,0%,47.770/47.770/47.770/0.000
15-02-2023-10-57-53,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=40.0,1,1,0%,39.959/39.959/39.959/0.000
15-02-2023-10-57-55,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=45.2,1,1,0%,45.203/45.203/45.203/0.000
15-02-2023-10-57-56,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=40.5,1,1,0%,40.530/40.530/40.530/0.000
15-02-2023-10-57-57,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=35.2,1,1,0%,35.215/35.215/35.215/0.000
15-02-2023-10-57-58,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=61.4,1,1,0%,61.410/61.410/61.410/0.000
15-02-2023-10-57-59,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=45.0,1,1,0%,44.959/44.959/44.959/0.000
15-02-2023-10-58-00,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=55.6,1,1,0%,55.552/55.552/55.552/0.000
15-02-2023-10-58-01,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=49.0,1,1,0%,49.007/49.007/49.007/0.000
15-02-2023-10-58-02,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=40.9,1,1,0%,40.947/40.947/40.947/0.000
15-02-2023-10-58-03,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=48.5,1,1,0%,48.545/48.545/48.545/0.000
15-02-2023-10-58-04,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=44.4,1,1,0%,44.365/44.365/44.365/0.000
15-02-2023-10-58-05,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=53.3,1,1,0%,53.310/53.310/53.310/0.000
15-02-2023-10-58-06,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=48.1,1,1,0%,48.112/48.112/48.112/0.000
15-02-2023-10-58-07,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=45.5,1,1,0%,45.517/45.517/45.517/0.000
15-02-2023-10-58-08,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=47.2,1,1,0%,47.177/47.177/47.177/0.000
15-02-2023-10-58-10,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=46.4,1,1,0%,46.372/46.372/46.372/0.000
15-02-2023-10-58-11,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=43.7,1,1,0%,43.707/43.707/43.707/0.000
15-02-2023-10-58-12,google.com,(142.250.185.142),1,icmp_seq=1,ttl=116,time=53.2,1,1,0%,53.153/53.153/53.153/0.000
